number of bedrooms,number of bathrooms,lot area,number of floors,waterfront present,condition of the house,grade of the house,Built Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,House_Age,Total_Area
4,2,13695,1.0,0,4,7,1961,122010,52.9305,-114.364,1220,12500,2,74,581000,64,2510
4,2,5000,1.0,0,3,7,1955,122007,52.9081,-114.564,1690,2276,3,53,575000,70,1650
3,2,5080,1.5,0,3,8,1929,122051,52.7816,-114.453,1700,5080,1,65,568000,96,2350
3,3,60392,2.0,0,3,9,1994,122041,52.9104,-114.103,2770,64033,3,51,560000,31,4120
3,2,13374,1.0,0,3,8,1985,122012,52.7697,-114.244,1960,9797,3,57,560000,40,1860
7,5,7647,2.0,0,3,8,1948,122014,52.9693,-114.479,2510,7479,1,65,540000,77,3700
3,1,149410,1.5,0,3,9,1988,122041,52.9392,-114.082,2560,149410,1,58,535000,37,2720
3,2,2289,2.0,0,3,8,2006,122012,52.7675,-114.263,2280,2425,3,65,535000,19,2280
3,1,4284,1.0,0,3,7,1910,122004,52.8933,-114.514,1960,4080,2,71,530000,115,1340
2,2,2400,1.5,0,4,7,1900,122028,52.884,-114.536,1180,1224,3,66,526000,125,1550
3,2,1249,3.0,0,3,8,2014,122026,52.9022,-114.571,1350,1310,3,59,519950,11,1170
3,1,9147,1.0,0,4,7,1967,122029,52.8369,-114.302,2600,23564,3,62,515000,58,1580
4,2,5203,2.0,0,3,8,2003,122014,52.9702,-114.507,2260,7474,3,58,510000,22,2430
3,2,6760,1.0,0,5,7,1980,122033,52.9463,-114.402,1540,7416,3,67,503000,45,1540
2,1,3885,1.5,0,4,7,1906,122047,52.8524,-114.494,1770,4200,1,65,500000,119,1010
3,2,37565,1.0,0,4,8,1987,122012,52.7101,-114.253,2560,37565,1,69,500000,38,1940
3,1,6000,1.0,0,3,6,1943,122004,52.9018,-114.457,1250,6000,1,57,495000,82,990
4,2,21195,2.0,0,3,9,2014,122039,52.5462,-114.462,1860,16510,1,72,495000,11,2656
4,2,16164,1.5,0,5,7,1922,122038,52.9863,-114.528,1620,8883,1,58,492000,103,3305
3,2,4160,1.0,0,4,7,1917,122016,52.7721,-114.578,1040,4400,2,70,485000,108,1610
4,2,11200,1.0,0,4,8,1968,122021,52.9776,-114.276,1790,11200,1,76,480500,57,2180
2,1,2723,1.0,0,3,7,1921,122028,52.8923,-114.529,1370,3850,1,80,475000,104,820
3,2,9055,2.0,0,4,7,1985,122005,52.8834,-114.318,2010,9383,2,61,460000,40,1760
3,1,6180,1.0,0,4,6,1947,122051,52.7989,-114.474,1740,6180,3,68,440000,78,1500
2,2,3900,1.0,0,3,8,2003,122045,52.9394,-114.22,1440,3900,1,80,428000,22,1350
2,2,1027,3.0,0,3,8,2008,122028,52.8834,-114.546,1360,1210,2,61,425000,17,1150
2,1,3500,1.5,0,4,6,1904,122054,52.818,-114.494,1340,1213,2,72,420000,121,1040
3,2,8165,2.0,0,3,7,1977,122033,52.9466,-114.426,1650,8165,2,73,420000,48,1770
3,2,1452,3.0,0,3,8,2009,122022,52.9475,-114.474,1516,1939,2,71,417250,16,1606
4,3,9548,2.0,0,3,7,1991,122058,52.9679,-114.414,1740,9750,1,66,415000,34,1830
4,2,13000,1.0,0,3,7,1968,122058,52.9983,-114.442,2360,11000,3,67,409500,57,2140
3,2,8307,1.0,0,4,8,1961,122038,52.9875,-114.542,2510,7800,3,74,405000,64,1660
5,1,6000,1.0,0,5,7,1958,122063,52.722,-114.415,2230,7125,1,66,380000,67,3000
2,1,17335,1.0,0,3,7,1978,122045,52.8697,-114.143,2440,17850,3,66,379500,47,1640
3,2,13042,2.0,0,3,8,1990,122024,52.6038,-114.232,1940,6996,1,50,375000,35,1830
5,2,5003,1.0,0,3,7,2008,122051,52.7598,-114.464,1590,5003,3,78,365000,17,2410
2,1,6400,1.0,0,4,7,1944,122064,52.78,-114.569,1490,6400,2,66,361280,81,820
5,2,8560,1.0,0,3,7,1978,122051,52.762,-114.475,2210,7040,2,55,352000,47,2420
3,1,9360,1.0,0,3,6,1981,122010,52.9174,-114.358,1470,9360,1,67,350000,44,1010
3,2,12295,2.0,0,4,7,1985,122046,52.6579,-114.351,1730,9948,2,59,339950,40,1630
2,1,681,3.0,0,3,8,2006,122028,52.8919,-114.542,820,1156,2,56,339950,19,820
3,2,7200,1.0,0,4,7,1952,122014,52.9801,-114.504,1410,7434,3,59,335000,73,1570
3,1,16986,1.0,0,4,7,1968,122015,52.7112,-114.287,1660,16986,1,76,314950,57,1040
3,1,12381,1.0,0,4,8,1957,122040,52.5658,-114.51,1950,12667,2,77,314500,68,1870
3,1,1716,1.0,0,4,8,1967,122018,52.5398,-114.571,1980,8000,1,66,313000,58,2190
3,1,10723,1.0,0,4,7,1974,122046,52.659,-114.344,1590,9820,2,62,310000,51,1840
3,1,37904,1.0,0,4,7,1973,122046,52.655,-114.376,2011,19110,2,76,310000,52,2070
3,2,3573,2.0,0,3,7,2013,122053,52.737,-114.371,1500,11089,2,73,305450,12,1600
2,1,3001,1.0,0,3,6,1913,122054,52.8174,-114.501,1750,5000,2,73,300000,112,760
3,2,4271,2.0,0,3,7,2000,122039,52.5603,-114.459,1700,4746,2,62,280000,25,1600
3,2,7000,2.0,0,4,8,1993,122024,52.5834,-114.247,1700,7000,2,56,275000,32,1600
5,1,7112,1.0,0,5,6,1920,122031,52.6992,-114.54,1200,7112,1,63,265000,105,1500
5,2,8632,1.0,0,3,7,1962,122052,52.7177,-114.525,1010,11680,1,60,255000,63,2060
3,1,10122,1.0,0,3,7,1994,122062,52.5577,-114.191,1980,10175,1,53,253000,31,1250
1,1,4373,1.0,0,2,6,1947,122031,52.6953,-114.528,1100,7500,3,62,250000,78,1100
3,1,8423,1.0,0,3,7,1952,122031,52.7018,-114.532,1140,9083,3,69,249000,73,1110
4,1,10018,1.0,0,5,7,1960,122035,52.5914,-114.309,1220,10018,3,66,248500,65,1720
3,1,7410,1.0,0,3,6,1944,122031,52.7098,-114.533,1070,7410,2,61,246000,81,1400
3,1,1270,2.0,0,3,7,2005,122038,52.9411,-114.521,1260,1472,3,65,245000,20,1260
3,2,7566,1.0,0,3,7,1985,122065,52.5974,-114.372,1570,7210,2,73,239900,40,1410
3,2,9180,2.0,0,3,8,1988,122042,52.7118,-114.421,1930,7252,1,80,230000,37,1920
3,1,10762,1.0,0,3,7,1988,122035,52.5886,-114.264,1680,10259,2,78,226500,37,1640
3,1,11130,1.0,0,3,7,1960,122040,52.5446,-114.513,1380,9200,1,78,209950,65,1380
4,1,6600,1.0,0,3,7,1969,122056,52.7135,-114.522,1280,6600,2,68,185000,56,1490
2,1,13100,1.0,0,5,6,1912,122066,52.6177,-114.424,910,5080,1,66,160000,113,1040
2,1,22000,1.0,0,3,6,1956,122039,52.5077,-114.442,1326,9891,2,79,100000,69,910
6,3,5760,2.5,0,4,10,1906,122047,52.8563,-114.502,3450,5760,3,55,1750000,119,3510
3,1,12757,1.0,0,4,8,1952,122048,52.8501,-114.399,2930,12450,3,59,1500000,73,2430
5,3,3200,1.5,0,5,10,1932,122061,52.8721,-114.54,2450,3500,3,79,1310000,93,2800
4,3,24166,2.0,0,4,11,1990,122057,52.7563,-114.417,2900,18786,1,72,1250000,35,3820
4,3,33976,1.0,0,5,8,1964,122029,52.8464,-114.294,2970,15210,2,67,1050000,61,2920
4,1,5000,2.0,0,5,8,1910,122054,52.8107,-114.481,2550,5000,1,58,1040000,115,3410
3,2,16807,2.0,1,3,9,2007,122031,52.68,-114.567,1780,12310,2,71,988500,18,2015
5,2,11470,1.0,0,4,9,1971,122057,52.7668,-114.406,3260,11470,2,52,980000,54,3160
3,3,4080,2.0,0,3,9,1912,122004,52.8936,-114.516,1990,4080,1,78,930000,113,2640
3,2,3942,3.0,0,3,10,2008,122053,52.761,-114.394,2920,3942,3,65,868500,17,2920
4,2,6960,1.5,0,5,8,1941,122028,52.9193,-114.538,1360,3300,1,63,835000,84,1910
5,3,9601,1.0,0,5,9,1968,122057,52.7862,-114.41,3180,12390,2,50,830000,57,3040
3,2,1842,2.0,0,3,9,2011,122020,52.8136,-114.184,2950,4200,3,58,785000,14,3010
4,1,9195,1.0,0,3,7,1950,122048,52.814,-114.385,2440,9195,2,75,780000,75,2480
4,2,5500,2.0,0,3,9,2003,122011,52.7739,-114.186,3620,5500,2,64,753888,22,2660
3,2,4500,1.5,0,4,8,1928,122009,52.8141,-114.573,2140,7200,3,51,719000,97,1690
4,2,6465,2.0,0,3,9,2002,122020,52.8281,-114.166,3100,5929,3,63,716500,23,3290
3,1,4620,1.5,0,4,7,1900,122028,52.881,-114.531,1900,4400,1,60,712000,125,1250
3,1,5750,1.5,0,5,7,1918,122009,52.8148,-114.581,1440,5750,2,52,660000,107,1320
4,1,26036,1.0,0,4,8,1947,122031,52.6744,-114.541,2590,21891,1,69,647500,78,2060
2,1,3600,1.5,0,5,7,1925,122003,52.8723,-114.551,1210,4500,2,79,636000,100,1230
2,1,6872,1.0,0,4,7,1946,122003,52.8754,-114.563,1420,5538,3,72,615000,79,1540
3,2,3354,2.0,0,4,7,1991,122010,52.9253,-114.389,1750,4286,2,66,595000,34,1750
2,3,66646,2.0,0,3,7,1993,122037,52.9779,-114.224,3140,38790,2,60,589900,32,3160
4,2,41688,2.0,0,3,8,1980,122045,52.8995,-114.24,2350,37920,2,55,569000,45,2250
2,2,4950,1.0,0,3,8,2006,122045,52.9495,-114.212,1670,4800,2,76,559950,19,1870
2,2,1349,2.0,0,3,8,1997,122047,52.8554,-114.482,1430,4400,2,65,553650,28,1360
3,2,191228,2.0,0,3,8,1988,122025,52.6875,-113.938,2440,87120,3,68,545000,37,1780
6,2,15600,1.5,0,5,7,1940,122031,52.6935,-114.552,2520,7797,3,62,543200,85,2820
4,1,9600,1.0,0,3,7,1967,122005,52.8879,-114.315,1770,9720,1,78,538000,58,1840
4,2,4630,2.0,0,3,7,2005,122020,52.8228,-114.194,2550,5151,1,69,537500,20,2550
4,2,65836,2.0,0,3,8,2004,122037,52.9537,-114.266,2300,97574,3,65,535000,21,2280
3,1,4080,1.0,0,3,7,1967,122006,52.9199,-114.511,1560,4080,1,62,533000,58,1670
3,1,6760,1.0,0,4,8,1973,122029,52.8698,-114.303,2120,7280,2,77,530000,52,1980
4,2,2850,1.5,0,4,7,1930,122006,52.9171,-114.497,1680,3800,2,50,530000,95,2280
3,2,73151,1.0,0,3,8,1974,122015,52.7049,-114.282,2800,39250,3,53,524000,51,2430
2,1,4960,1.0,0,3,7,1926,122028,52.9196,-114.521,1420,4960,3,57,515000,99,1060
3,1,1197,3.0,0,3,8,2012,122028,52.8858,-114.538,1350,2512,3,54,500000,13,1410
2,1,957,2.0,0,3,8,2005,122003,52.8619,-114.552,1680,1104,2,56,499000,20,1110
3,2,6250,2.0,0,3,8,2011,122058,53.0034,-114.427,2440,4711,3,58,494000,14,2310
5,2,20828,1.5,0,4,8,1975,122035,52.6062,-114.348,2670,14472,2,50,489990,50,2440
3,2,43560,1.0,0,3,7,1954,122037,52.9518,-114.269,2060,67756,2,78,450000,71,1510
2,1,1060,3.0,0,3,8,2008,122028,52.9101,-114.538,1340,1415,2,69,441750,17,1020
2,1,1179,2.0,0,3,8,2010,122003,52.8681,-114.565,1190,1600,3,77,438000,15,980
3,1,9282,1.0,0,4,7,1976,122005,52.9144,-114.301,1310,8748,3,68,437000,49,1310
3,1,7700,1.0,0,3,7,1979,122005,52.9281,-114.317,1720,7280,1,63,424500,46,1460
3,2,3200,3.0,0,3,8,2008,122028,52.9261,-114.531,1540,1418,1,53,413450,17,1540
2,1,8155,1.0,0,4,7,1948,122050,52.9557,-114.551,1430,8157,3,69,405000,77,1020
3,2,8354,2.0,0,3,8,2012,122055,52.9636,-114.155,2280,6348,1,60,403000,13,2090
3,2,8000,1.0,0,4,7,1977,122033,52.9549,-114.368,1960,8000,1,66,402000,48,1960
3,1,9920,1.0,0,3,7,1944,122022,52.9627,-114.496,1380,9086,1,75,385000,81,1890
6,2,5793,2.0,0,3,7,2012,122066,52.599,-114.477,2527,5804,3,77,375000,13,3206
2,1,1808,2.0,0,3,7,1993,122044,52.8483,-114.488,1290,1668,2,68,358000,32,960
4,1,13515,1.0,0,4,8,1940,122065,52.6089,-114.419,2150,12508,1,58,350000,85,2250
3,1,9620,1.0,0,3,7,1988,122015,52.7115,-114.342,2980,9398,2,66,349000,37,1590
4,2,7350,2.0,0,3,9,1989,122018,52.5361,-114.539,2390,8568,2,76,347500,36,2460
3,1,87625,1.5,0,2,7,1980,122023,52.5343,-114.284,1920,110206,2,63,335000,45,2240
2,2,435600,1.5,0,2,7,1972,122008,52.7445,-114.043,1600,217800,3,75,330000,53,1550
4,2,6270,2.0,0,3,8,2004,122035,52.5801,-114.33,2150,6270,2,51,325900,21,2320
2,1,1277,2.0,0,3,7,2007,122054,52.8142,-114.504,1280,1265,2,52,321950,18,860
3,1,1716,1.0,0,5,7,1966,122035,52.6456,-114.339,1500,14536,2,74,307000,59,1890
3,2,10800,1.0,0,3,7,1967,122046,52.679,-114.345,1480,8840,2,74,297950,58,1240
2,1,89298,1.0,0,3,7,1973,122012,52.6933,-114.166,2590,89298,3,74,295000,52,2200
3,2,7229,2.0,0,3,8,1993,122040,52.4959,-114.5,2310,8009,1,64,295000,32,1920
4,2,6509,2.0,0,3,7,1994,122035,52.5831,-114.333,1760,7417,1,59,270000,31,1810
3,2,8547,1.0,0,3,7,1989,122065,52.5791,-114.367,1750,7803,2,52,266000,36,1940
4,2,6236,2.0,0,3,7,2002,122039,52.5096,-114.437,1940,5076,1,78,262000,23,2020
4,1,8800,1.0,0,3,7,1962,122066,52.613,-114.478,1480,8120,3,63,260000,63,2130
4,1,8320,1.0,0,3,7,1977,122018,52.557,-114.551,1840,9800,2,53,258000,48,1730
3,1,7399,1.0,0,4,7,1975,122067,52.6483,-114.372,1460,7800,1,71,246000,50,1390
3,1,7964,1.0,0,4,7,1955,122060,52.6607,-114.524,1510,8776,3,70,245000,70,1260
2,1,3008,1.0,0,4,6,1923,122051,52.7651,-114.469,1270,1514,1,72,235000,102,1270
3,1,6000,1.0,0,3,6,1939,122059,52.7571,-114.506,1360,6000,1,51,230000,86,950
3,1,16000,1.0,0,4,6,1960,122039,52.5198,-114.441,1420,10000,3,55,230000,65,1390
3,2,3000,2.0,0,3,7,2002,122063,52.7233,-114.465,1190,3000,1,61,229000,23,1190
4,1,6120,1.0,0,3,7,1965,122063,52.7335,-114.448,1880,6120,2,77,228000,60,2000
4,1,9200,1.0,0,3,7,1959,122056,52.706,-114.482,1540,10033,1,78,211000,66,2100
3,1,8995,1.0,0,4,7,1954,122056,52.7201,-114.493,1490,9000,3,54,207000,71,1490
2,1,5040,1.0,0,3,6,1955,122034,52.7567,-114.55,1357,5120,1,60,205000,70,720
2,1,5000,2.0,0,3,7,1922,122041,52.9376,-113.549,1040,5000,1,70,134000,103,980
2,1,22334,1.0,0,2,5,1951,122056,52.7099,-114.486,1572,10570,2,69,82500,74,520
3,2,11665,1.5,1,3,11,2001,122020,52.8184,-114.276,3000,15959,2,72,2400000,24,3000
5,6,130017,2.0,0,3,12,2010,122012,52.7671,-114.172,1800,44890,1,68,2240000,15,7270
5,4,5432,2.0,0,3,11,1987,122057,52.8146,-114.413,4460,22748,1,64,1700000,38,5190
4,2,9450,1.0,0,5,10,1962,122027,52.7927,-114.346,2900,8605,3,75,1370000,63,3720
4,4,52889,2.0,0,4,10,1996,122021,52.9545,-114.285,3320,39066,2,72,1160000,29,5860
4,2,37769,2.0,0,3,11,1989,122037,52.9587,-114.267,3890,37034,3,68,985000,36,4230
4,3,11025,2.0,0,3,10,1976,122019,52.8667,-114.249,2930,12835,2,57,920000,49,3750
3,2,107290,2.0,0,3,10,1987,122045,52.8952,-114.239,3660,89298,1,69,851000,38,3560
4,3,13592,1.0,0,3,9,2013,122053,52.7434,-114.39,3230,9311,1,78,839900,12,3810
4,2,10308,2.0,0,3,10,1999,122020,52.819,-114.173,3500,10740,2,52,833000,26,3780
4,3,159430,2.0,0,3,9,2007,122041,52.8585,-114.089,1940,392040,2,67,800000,18,3540
4,2,20345,2.0,0,3,10,1979,122048,52.8762,-114.381,2830,13732,2,80,782000,46,2830
4,3,3047,2.0,0,3,8,2006,122009,52.8097,-114.581,1980,4600,2,70,769900,19,2730
4,2,10819,2.0,0,3,10,1996,122012,52.7815,-114.27,3080,12603,2,61,765000,29,2790
3,2,78843,1.5,0,3,9,2006,122020,52.8217,-114.258,3880,78843,1,63,759000,19,2950
4,2,3773,2.0,0,3,8,1919,122044,52.8458,-114.481,2130,3777,3,79,742500,106,3100
2,2,188200,1.0,0,3,8,2007,122068,52.4758,-114.192,2700,84942,1,78,705000,18,2200
3,3,45302,1.0,0,4,8,1976,122037,52.9891,-114.263,1260,14100,2,76,610000,49,2480
4,2,7753,2.0,0,3,9,1989,122011,52.8052,-114.185,2690,8924,2,72,604000,36,2260
4,2,32496,1.0,0,3,9,1993,122037,52.9942,-114.238,2750,35506,3,53,590000,32,2430
4,3,29252,2.0,0,4,8,1982,122021,52.973,-114.321,2280,45000,2,70,585000,43,2400
4,2,4000,2.0,0,3,8,2001,122045,52.9176,-114.228,2330,4517,3,66,583000,24,2660
4,2,6268,2.0,0,3,9,1998,122058,52.9686,-114.425,2790,6526,1,74,580000,27,2840
3,2,10140,1.0,0,4,8,1980,122005,52.9189,-114.318,2100,10125,2,64,566000,45,1660
4,2,7447,2.0,0,3,8,1984,122014,52.9814,-114.476,2270,7400,2,50,565000,41,2470
4,2,4500,2.0,0,3,8,2012,122058,52.9978,-114.427,2840,4939,2,78,557000,13,2840
4,2,14289,2.0,0,4,8,1978,122030,52.8216,-114.338,2210,12823,3,57,542500,47,2330
4,1,4000,1.5,0,5,7,1926,122064,52.7959,-114.565,1430,4000,3,50,536500,99,2000
3,1,5413,1.5,0,3,7,1925,122006,52.9288,-114.51,1590,6380,1,74,536000,100,1300
5,3,57499,1.0,0,4,8,1976,122012,52.6874,-114.214,2020,40946,3,68,532000,49,3480
3,2,6970,2.0,0,4,8,1991,122011,52.8018,-114.189,2000,6140,1,72,525000,34,2030
3,2,7293,1.0,0,4,7,1963,122029,52.816,-114.31,1600,7960,1,54,511555,62,1400
3,2,5824,2.0,0,3,8,1999,122008,52.7634,-114.057,1890,4140,1,67,505000,26,2100
3,1,11340,1.0,0,4,7,1987,122019,52.8399,-114.248,2310,11340,3,76,491300,38,1750
2,1,3300,1.5,0,4,6,1910,122026,52.9057,-114.552,1320,4000,1,53,490000,115,1840
3,2,4800,1.0,0,3,7,1940,122007,52.9152,-114.568,1190,3840,2,51,481450,85,1410
4,2,9653,1.0,0,4,9,1968,122018,52.5667,-114.525,2100,10454,1,51,465000,57,1930
2,1,4400,1.0,0,4,7,1905,122047,52.8526,-114.482,1240,4400,1,64,463000,120,1150
4,1,5500,1.5,0,5,7,1926,122007,52.9102,-114.578,1640,5500,1,58,460000,99,1750
4,2,6000,1.0,0,5,7,1959,122054,52.8134,-114.497,1540,6000,1,65,445000,66,1650
2,2,6634,1.0,0,3,7,1940,122006,52.9301,-114.499,1680,6892,3,67,445000,85,1150
4,2,10500,1.0,0,4,8,1960,122031,52.6694,-114.528,2080,11019,3,60,431000,65,2170
3,1,30736,1.5,0,4,7,1911,122027,52.8019,-114.309,2440,28826,2,52,428750,114,1620
4,2,48787,2.0,0,3,8,1992,122062,52.5697,-114.108,2090,48787,1,65,415000,33,3060
4,2,11951,2.0,0,3,10,1988,122018,52.5353,-114.53,2820,12093,3,71,402500,37,2600
3,2,1606,2.0,0,3,7,2003,122012,52.7648,-114.262,1410,1286,3,53,387000,22,1445
3,3,1253,3.0,0,3,8,2005,122028,52.9281,-114.53,1410,1253,2,72,382000,20,1410
3,2,1384,3.0,0,3,8,2008,122028,52.9273,-114.54,1110,1384,3,74,376000,17,1340
2,1,81892,1.0,0,3,7,1956,122042,52.6642,-114.385,1490,1863,2,73,360000,69,1420
3,2,11050,1.0,0,4,8,1972,122015,52.7023,-114.311,1870,11050,2,58,352000,53,1640
3,1,120661,1.0,0,4,6,1979,122055,53.0031,-114.087,1440,25000,2,63,336900,46,1780
4,2,3784,2.0,0,3,8,2003,122046,52.6813,-114.309,1940,4499,2,71,330000,22,1940
3,2,1694,3.0,0,3,8,2007,122022,52.9565,-114.505,1439,1387,2,68,325000,18,1352
4,1,70800,1.0,0,3,7,1976,122062,52.5758,-114.138,1810,72337,1,56,325000,49,1470
3,2,904,2.0,0,3,7,2007,122007,52.9283,-114.557,998,1110,1,71,324000,18,998
4,2,7213,1.0,0,3,8,1977,122046,52.6724,-114.316,1980,7045,3,67,323000,48,1970
4,2,7490,2.0,0,3,8,1980,122042,52.6679,-114.382,2310,8480,1,55,320000,45,2310
5,1,8100,1.0,0,4,7,1956,122031,52.6931,-114.531,1410,7271,3,75,315000,69,2320
4,2,7452,1.0,0,3,7,1984,122067,52.6398,-114.379,1714,7200,3,75,312000,41,1930
4,2,8078,1.0,0,4,7,1977,122042,52.6782,-114.399,2300,8112,2,72,311100,48,2130
3,1,10464,1.0,0,4,7,1973,122033,52.9613,-114.419,1420,10464,2,54,303500,52,1060
4,2,13300,1.0,0,4,7,1968,122039,52.583,-114.484,1800,9810,3,57,290000,57,2000
3,1,8700,1.0,0,4,7,1912,122042,52.7025,-114.392,1390,10875,2,63,280950,113,1390
4,2,14439,1.0,0,4,7,1977,122039,52.5002,-114.48,2160,14439,2,65,280000,48,2190
3,1,48257,1.0,0,3,6,1922,122036,52.7903,-114.084,1440,45302,2,53,275000,103,1390
3,1,6337,1.0,0,5,7,1953,122022,52.9576,-114.502,1420,6337,2,50,270000,72,1500
3,2,9583,1.0,0,4,7,1969,122015,52.7125,-114.354,1690,9583,1,50,270000,56,1690
3,2,8075,1.0,0,4,7,1969,122018,52.5392,-114.565,1920,7826,1,62,260000,56,1920
3,2,14850,1.0,0,4,7,1963,122066,52.5961,-114.48,2060,8800,3,77,260000,62,1420
2,1,28717,1.0,0,4,6,1984,122069,52.5656,-114.692,1860,28717,2,50,255000,41,960
2,1,7980,1.0,0,1,6,1928,122052,52.719,-114.527,1440,7980,2,64,255000,97,810
3,2,4597,2.0,0,3,8,2003,122035,52.6055,-114.326,2210,5000,3,78,254000,22,1850
3,1,6127,1.0,0,3,7,1947,122022,52.9492,-114.51,1610,6127,1,76,252500,78,1030
3,1,7250,1.0,0,3,7,1962,122025,52.7187,-113.974,1700,15251,3,58,251000,63,1220
4,3,5883,2.0,0,3,7,2006,122039,52.5034,-114.441,1700,10143,3,68,248000,19,2163
3,1,9948,1.0,0,3,6,1977,122062,52.5722,-114.243,1670,8475,2,74,234950,48,1360
3,2,9202,2.0,0,4,7,1992,122024,52.5816,-114.247,1750,7827,1,72,225000,33,2000
4,1,8355,1.5,0,4,7,1983,122023,52.5478,-114.364,1550,7938,1,71,224500,42,1430
2,1,1525,2.0,0,3,7,2004,122038,52.934,-114.537,1020,3844,3,70,212000,21,1020
3,1,8320,1.0,0,4,7,1959,122066,52.6131,-114.478,1480,7800,1,71,201500,66,1160
2,1,18000,1.0,0,3,6,1950,122063,52.7354,-114.451,1250,7925,1,56,195000,75,720
4,2,6000,1.0,0,3,8,1921,122028,52.9067,-114.54,1580,3720,2,75,875000,104,2520
5,2,7015,1.0,0,5,8,1979,122052,52.7352,-114.562,2190,7600,1,70,549900,46,3060
3,2,1250,3.0,0,3,8,2006,122016,52.7791,-114.577,1350,886,2,78,394950,19,1350
3,2,6969,2.0,0,3,7,2003,122024,52.5955,-114.217,1670,9545,2,55,320000,22,2130
4,1,9533,1.0,0,3,7,1962,122067,52.6439,-114.398,1940,8839,2,63,265000,63,1940
4,2,5298,2.5,0,4,9,1902,122044,52.8406,-114.5,1720,2283,1,67,842500,123,2160
3,2,1350,2.0,0,3,7,2007,122016,52.7834,-114.572,1450,6000,2,61,368000,18,1370
5,2,20150,1.0,0,4,10,1975,122048,52.8515,-114.414,3220,19800,2,53,1580000,50,3650
5,1,20021,1.0,0,4,8,1963,122048,52.8695,-114.401,3260,19809,3,59,1350000,62,3380
4,3,3997,2.0,0,3,10,2004,122028,52.9018,-114.519,1860,4000,1,74,1320000,21,3460
4,3,9687,2.0,0,3,9,1918,122047,52.8564,-114.473,3880,9017,1,74,1300000,107,2330
4,3,9170,2.0,0,3,9,2012,122048,52.8291,-114.39,1810,8470,1,58,1260000,13,3490
4,4,101930,1.0,0,3,11,2001,122045,52.8861,-114.195,4760,101930,3,59,1230000,24,5420
4,2,16028,1.0,0,3,9,1976,122057,52.7571,-114.418,3070,19822,3,62,1230000,49,3070
3,1,8078,1.5,1,4,6,1928,122057,52.8079,-114.436,2890,16710,2,52,1200000,97,1560
3,2,11610,2.0,0,3,11,1982,122019,52.866,-114.239,3530,11877,2,74,1080000,43,3720
4,3,11000,2.0,0,3,10,2008,122010,52.9155,-114.391,2400,8351,2,64,1050000,17,3280
4,3,5187,2.0,0,3,9,2014,122005,52.9266,-114.323,3600,5825,2,72,1030000,11,3270
3,2,34527,1.0,0,4,9,1954,122009,52.8099,-114.59,2480,7933,3,66,1020000,71,2920
5,3,258746,1.5,0,4,9,2003,122037,53.0002,-114.256,3430,83199,1,79,950000,22,4530
4,2,12329,1.5,0,4,10,1968,122057,52.7939,-114.406,3170,12329,2,80,947500,57,3290
3,2,27144,1.5,1,5,8,1917,122031,52.6822,-114.568,1890,12514,1,73,947500,108,2980
4,2,12090,2.0,0,3,8,1953,122048,52.8594,-114.408,3180,12239,1,55,927000,72,3300
3,2,6120,1.0,0,4,8,1962,122006,52.9031,-114.517,1700,4590,2,65,910000,63,2700
4,3,38412,2.0,0,3,10,1978,122049,52.8745,-114.357,3640,35571,3,51,900000,47,4700
4,2,5000,2.0,0,3,9,1995,122004,52.8897,-114.48,1950,5000,3,67,885000,30,2830
3,3,12508,1.5,0,5,9,1928,122057,52.7965,-114.419,2720,21070,2,68,876650,97,2170
4,2,3150,1.5,0,4,8,1910,122028,52.8905,-114.525,1750,3150,2,77,870300,115,2350
4,1,11914,1.0,0,4,8,1961,122057,52.7692,-114.418,2240,10706,3,50,850000,64,2350
4,2,2750,1.5,0,3,7,1936,122003,52.8713,-114.547,1960,3705,3,68,840000,89,2600
5,4,6324,2.0,0,3,9,2006,122008,52.7682,-114.05,4420,6790,3,77,809000,19,4630
4,3,5759,2.0,0,3,9,2003,122012,52.7667,-114.257,3620,6006,3,72,788000,22,3680
3,1,5000,1.0,0,3,9,1954,122044,52.8457,-114.48,2120,4188,3,78,770000,71,1720
4,2,6142,2.0,0,3,9,2004,122005,52.931,-114.301,3200,6826,2,76,751000,21,3110
4,2,4930,2.0,0,3,9,2000,122027,52.7745,-114.31,2980,6099,2,58,750000,25,2980
3,2,8950,2.0,0,3,9,1992,122027,52.7823,-114.309,2850,8809,2,66,746000,33,2620
4,2,5000,1.5,0,5,7,1928,122026,52.9026,-114.561,1850,5000,3,64,734200,97,2760
4,2,13463,2.0,0,4,9,1989,122011,52.7927,-114.208,2560,10982,1,62,690000,36,2670
4,3,3340,1.0,0,4,7,1964,122026,52.8946,-114.555,1520,3758,3,58,675000,61,2400
4,2,10000,1.0,0,3,8,1964,122030,52.8508,-114.331,2270,8640,3,57,660000,61,2550
4,2,6887,2.0,0,3,8,1999,122019,52.8373,-114.205,2790,7196,3,52,647000,26,3040
3,2,1433,3.0,0,3,8,2010,122028,52.9158,-114.526,1570,2652,1,55,635000,15,1570
4,2,4166,2.0,0,5,7,1911,122032,52.8793,-114.591,1340,6000,2,55,630000,114,1770
3,1,6630,1.0,0,3,8,1954,122007,52.9248,-114.584,1880,5100,3,55,620000,71,1620
